"Ack On","Ack On"
"Seller ID","Seller ID"
"Amount Received","Amount Received"
"Payment Mode","Payment Mode"
"Seller Id","Seller Id"
"Seller Email","Seller Email"
"Review ID","Review ID"
"Rating","Rating"
"Activate Marketplace","Activate Marketplace"
"Email ID","Email ID"
"Seller Approval","Seller Approval"
"Select Seller Registration Email Template","Select Seller Registration Email Template"
" Select Admin Approval Email Template "," Select Admin Approval Email Template "
"Select Admin Disapproval Email Template","Select Admin Disapproval Email Template"
"Select Contact Admin Email Template","Select Contact Admin Email Template"
"Sales Email Notification","Sales Email Notification"
"Select Sales Notification Email Template","Select Sales Notification Email Template"
"Display seller profile link in product detail page","Display seller profile link in product detail page"
"Display Popular Product in seller profile page","Display Popular Product in seller profile page"
"Display New Product in seller profile page","Display New Product in seller profile page "
"Display Category link in seller profile page","Display Category link in seller profile page"
"Product Configuration","Product Configuration"
"Seller Configuration","Seller Configuration"
"General Configuration","General Configuration"
"Product Auto Approval","Product Auto Approval" 
"Select Product Type(s)","Select Product Type(s)
"Product Custom Option","Product Custom Option"
"New Product Email Notification","New Product Email Notification"
"Select Email Template for New Product Added Notification","Select Email Template for New Product Added Notification"
"Select Email Template for New Product Approval Notification","Select Email Template for New Product Approval Notification"
"Product Enabled/Disabled Email Notification","Product Enabled/Disabled Email Notification"
"Select Email Template for Product Enabled Notification","Select Email Template for Product Enabled Notification"
"Seller Review","Seller Review"
"Enable Seller Review","Enable Seller Review"
"Select Email Template for New Review Notification","Select Email Template for New Review Notification"
"Select Email Template for Review Approval Notification","Select Email Template for Review Approval Notification"
"Product Auto Approval","Product Auto Approval"
"Need Admin Approval","Need Admin Approval"
"Seller Registration Notification","Seller Registration Notification"
"Admin Approval Notification","Admin Approval Notification"
"Admin Disapproval Notification","Admin Disapproval Notification"
"Sales Notification","Sales Notification"
"(Press Ctrl+Select to select multiple product types)","(Press Ctrl+Select to select multiple product types)"
"New Product Added Notification","New Product Added Notification"
"New Product Approval Notification","New Product Approval Notification"
"Product Enabled Notification","Product Enabled Notification"
"Product Disabled Notification","Product Disabled Notification"
"New Review Notification","New Review Notification"
"Review Approval Notification","Review Approval Notification"
"Enable Seller Review in seller profile page","Enable Seller Review in seller profile page"
"Go to System -> Configuration ->Store Email Addresses","Go to System -> Configuration ->Store Email Addresses"
"New Product Added Notification","New Product Added Notification"
"Simple","Simple"
"Virtual","Virtual"
"Downloadable","Downloadable"
"Select Email Template for Product Disabled Notification","Select Email Template for Product Disabled Notification"
"Apptha","Apptha",
"Rate and leave feedback for seller store","Rate and leave feedback for seller store"
"Feedback about seller:","Feedback about seller:"
"Rate Seller:","Rate Seller:"
"Reviews and Ratings of %s","Reviews and Ratings of %s"
"View all Reviews","View all Reviews"
"Share with Google+","Share with Google+"
"Share with Facebook","Share with Facebook"
"Review %s Store","Review %s Store"
"Write a Review to this Seller","Write a Review to this Seller"
"Have you bought something from this seller?","Have you bought something from this seller?"
"Login to Review","Login to Review"
"All Products","All Products"
"Credit","Credit"
"Reviewed On","Reviewed On"
"Shipping Address Not Applicable","Shipping Address Not Applicable"
"Shipping Method Not Applicable","Shipping Method Not Applicable"
"You have no items in your shopping cart.","You have no items in your shopping cart."
"Manage Deals","Manage Deals"
"Vacation Mode","Vacation Mode"
"My Vacation","My Vacation"
"Vacation Configuration","Vacation Configuration"
"Vacation Status","Vacation Status"
"Vacation Message","Vacation Message"
"Disable Products","Disable Products"
"From Date","From Date"
"To Date","To Date"
"YES","YES"
"NO","NO"
"Average Ratings","Average Ratings"
"SKU","SKU"
"Qty","Qty"
"Type","Type"
"Products of ","Products of "
"Customer Since","Customer Since"
"Email","Email"
"Products","Products"
"Reviews and Ratings","Reviews and Ratings"
"Configuration","Configuration"
"Comments","Comments"
"Reviewed On","Reviewed On"
"Product ID","Product ID"
"Review","Review"
"Customer ID","Customer ID"
"Enable Product Sold Count","Enable Product Sold Count"
"Allow seller to set product as home page banner images","Allow seller to set product as home page banner images"
"Select Cancel Order Notification Email Template","Select Cancel Order Notification Email Template"
"Cancel Order Email Notification","Cancel Order Email Notification"
"Enable Seller Vacation Mode","Enable Seller Vacation Mode"
"New Seller Registration Email Template","New Seller Registration Email Template"
"Need Admin Approval for Seller Registration","Need Admin Approval for Seller Registration"
"Enter Facebook page","Enter Facebook page"
"Enter Twitter page","Enter Twitter page"
"Enter Google page","Enter Google page"
""More than 10 available","More than 10 available"
"sold","sold"
"More sellers selling this product","More sellers selling this product"
"View all sellers","View all sellers"
"Seller Information","Seller Information"
"Product Information","Product Information"
"Minimum starting price is ","Minimum starting price is "
"Cart","Cart"
" Feedback"," Feedback"
" Feedbacks"," Feedbacks"
"Available Sellers ","Available Sellers "
"with minimum starting price is ","with minimum starting price is "
"Back to Product Information","Back to Product Information"
"Compare Price by assigning existing product[s]","Compare Price by assigning existing product[s]"
" based on "," based on "
" rating[s]"," rating[s]"
"Register as seller ","Register as seller "
"Become a seller","Become a seller"
"Account Dashboard","Account Dashboard"
"I agree the Terms and Condition","I agree the Terms and Condition"
"I agree the ","I agree the "
"Terms and Condition","Terms and Condition"
"Seller Reviews","Seller Reviews"
"You have not review any seller","You have not review any seller"
"Your review has been successfully posted.","Your review has been successfully posted."
"There is no product available for this seller.","There is no product available for this seller."
"There is no seller available.","There is no seller available."
"This is a required field.","This is a required field."
"Seller can't buy their own product.","Seller can't buy their own product."
"Order Invoiced  Email Notification","Order Invoiced  Email Notification"
"Select Order Invoiced Notification Email Template","Select Order Invoiced Notification Email Template"
"Order Invoiced Notification","Order Invoiced Notification"
"Bulk Product Upload","Bulk Product Upload"
"Error: Can't open zip file","Error: Can't open zip file"
"Sorry","Sorry"
"is invalid, allowed extensions are","is invalid, allowed extensions are"
"No configurable attribute available for","No configurable attribute available for"
"Configurable Attributes for","Configurable Attributes for"
"Upload","Upload"
"Upload Image File","Upload Image File"
"Upload CSV File","Upload CSV File"
"Bulk Product Upload","Bulk Product Upload"
"Upload .zip format","Upload .zip format"
"Available Attribute Sets and Attributes for Configurable Product","Available Attribute Sets and Attributes for Configurable Product"
"No attribute set available for configurable product","No attribute set available for configurable product"
"No data found","No data found"
"Bulk Product Upload Notification","Bulk Product Upload Notification"
"Bulk Product Upload Approval Notification","Bulk Product Upload Approval Notification"
"Bulk Product Upload Email Notification","Bulk Product Upload Email Notification"
"Select Email Template for New Product Added Notification","Select Email Template for New Product Added Notification"
"Select Email Template for New Product Approval Notification","Select Email Template for New Product Approval Notification"
"Attribute Code","Attribute Code"
"No option available for","No option available for"
"Options","Options"
"Configurable Attributes for Attribute Set","Configurable Attributes for Attribute Set"
"Create Product Settings","Create Product Settings"
"Attribute Set","Attribute Set"
"Select Configurable Attributes","Select Configurable Attributes"
"Continue","Continue"
"Back","Back"
"Please Select","Please Select"
"Your product is added successfully","Your product is added successfully"
"Quick Create","Quick Create"
"Associated Products","Associated Products"
"Reset Filter","Reset Filter"
"Search","Search"
"Save Associated Products","Save Associated Products"
"Associated Products are updated successfully","Associated Products are updated successfully"
"Edit Associated Products","Edit Associated Products"
"Associated Product is created successfully","Associated Product is created successfully"
"Associated Products are updated successfully","Associated Products are updated successfully"
"Selected Products are Deleted Successfully","Selected Products are Deleted Successfully"
"Products are Deleted Successfully","Products are Deleted Successfully"
"Product Deleted Successfully","Product Deleted Successfully"
"Sign up to receive email updates on new product announcements, gift ideas, special promotions, sales and more.","Sign up to receive email updates on new product announcements, gift ideas, special promotions, sales and more."
"Save","Save"
"Discount","Discount"
"No data found","No data found"
"Your","Your"
"products are uploaded successfully","products are uploaded successfully"
"products is uploaded successfully","products is uploaded successfully"
"products are awaiting moderation","products are awaiting moderation"
"product are awaiting moderation","product are awaiting moderation"
"Sku(s) already exists","Sku(s) already exists"
"No data found for upload","No data found for upload"
"Autogenerate","Autogenerate"
"Product with this combination of attributes already associated to configurable.","Product with this combination of attributes already associated to configurable."
"Click and refer the list of attributes for Importing the Configurable Product","Click and refer the list of attributes for Importing the Configurable Product"
"Assign Products","Assign Products"
"Assign New Product","Assign New Product"
"Search product in store","Search product in store"
"Click here","Click here"
"Not exist in the Store's Catalog? Want to add a new product?","Not exist in the Store's Catalog? Want to add a new product?"
"Assign Product Option for Seller","Assign Product Option for Seller"
"Save Upload Files(csv and images)","Save Upload Files(csv and images)"
"Select Email Template for New Product Approval Notification","Select Email Template for New Product Approval Notification"
"Select Email Template for New Product Added Notification","Select Email Template for New Product Added Notification"
"Bulk Product Upload Email Notification","Bulk Product Upload Email Notification"
"Enable Bulk Product Upload Option for seller","Enable Bulk Product Upload Option for seller"
"Kindly complete your profile details, before Assign New Product","Kindly complete your profile details, before Assign New Product"
"You don't have enough permission to delete this product details.","You don't have enough permission to delete this product details."
"Please check the End Date is greater than the Start Date.","Please check the End Date is greater than the Start Date."


"Item Cancel Request Sent","Item Cancel Request Sent"
"Item Return Request Sent","Item Return Request Sent"
"Refund Request Sent","Refund Request Sent"
"My Compared Products","My Compared Products"
"Clear All","Clear All"
"Compare","Compare"
"Show All","Show All"
"Bestsellers","Bestsellers"
"Latest Products","Latest Products"
"Subscription","Subscription"
"Subscription Plans","Subscription Plans"
"Video","Video"
"Youtube video url","Youtube video url"
"Select Default Country","Select Default Country"
"Select Shipping","Select Shipping"
"National Shipping Price","National Shipping Price"
"International Shipping Price","International Shipping Price"
"Order Date","Order Date"
"SHIP TO","SHIP TO"
"PRODUCT DETAILS","PRODUCT DETAILS"
"TOTAL","TOTAL"
"PRICE + SHIPMENT","PRICE + SHIPMENT"
"STATUS","STATUS"
"ACTION","ACTION"
"View","View"
"Order #","Order #"
"Seller can't add their own product in wishlist.","Seller can't add their own product in wishlist."





				
